key,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
8,"「コスモライナー：内周部」　敷設完了
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>次の作業を計画中、自由に過ごそう！","「コスモライナー：内周部」　敷設完了","ムーンゲート基地付近にコスモライナーが敷設されたッス！
移動が便利になって遠くまで探索へ行けるッスね、ご協力ありがとうッスよー！","ムーンゲート基地付近にコスモライナーが敷設されたッス！　ご協力、ありがとうッスよー！","サーチングウェイ",2,False,158,8,0,241004,1405,18,1,6,0,2,3,0,0,0,0,0,0,0,0,0
9,"居住モジュール、コスモポート　建設資材準備中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>コスモミッションに参加して資材を集めよう！","居住モジュール、コスモポート　建設資材準備中","居住モジュールと、宇宙船を発着させるコスモポートを建設するッスよ！
資材調達のため、コスモミッションにご協力くださいッス！","居住モジュールと、宇宙船を発着させるコスモポート建設のため、一緒に資材を集めてほしいッスよー！","サーチングウェイ",2,False,158,9,0,241005,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
10,"「居住モジュール設置支援」　共同施工作業準備中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>共同施工作業の開始に備えよう！","「居住モジュール設置支援」　共同施工作業準備中","居住モジュール建設のための共同施工作業の開催時刻が決まったッス！
開催時には、ぜひぜひ協力してほしいッスー！","居住モジュール建設のための共同施工作業の開催時刻が決まったッス！　協力してほしいッスー！","サーチングウェイ",2,False,158,10,0,241005,1451,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
11,"「居住モジュール設置支援」　共同施工作業実施中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>共同施工作業に参加しよう！","「居住モジュール設置支援」　共同施工作業実施中","居住モジュール建設のための、共同施工作業を開催中ッス！
ぜひぜひ参加してほしいッスー！","居住モジュール建設のための、共同施工作業を開催中ッス！　ぜひぜひ参加してほしいッスー！","サーチングウェイ",2,False,158,11,0,241005,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
12,"「第一次コスモポート整備支援」　資材準備中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>共同施工作業の開始に備えよう！","「第一次コスモポート整備支援」　資材準備中","コスモポート建設のための、共同施工作業の開催時刻が決まったッス！
開催時には、ぜひぜひ協力してほしいッスー！","コスモポート建設のための共同施工作業の開催時刻が決まったッス！　協力してほしいッスー！","サーチングウェイ",3,False,158,12,0,241006,1401,18,2,5,0,2,3,0,0,0,0,0,0,0,0,0
13,"「第一次コスモポート整備支援」　共同施工作業実施中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>共同施工作業に参加しよう！","「第一次コスモポート整備支援」　共同施工作業実施中","コスモポート建設のための、共同施工作業を開催中ッス！
ぜひぜひ参加してほしいッスー！","コスモポート建設のための、共同施工作業を開催中ッス！　ぜひぜひ参加してほしいッスー！","サーチングウェイ",3,False,158,12,0,241006,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
14,"居住モジュール、コスモポート　完工
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>次の作業を計画中、自由に過ごそう！","居住モジュール、コスモポート　完工","居住モジュールと、コスモポートが建設されたッス！
いよいよ基地らしくなってきたッスね、ご協力ありがとうッスよー！","居住モジュール、コスモポートが建設されたッス！　ご協力、ありがとうッスよー！","サーチングウェイ",4,False,158,13,0,241007,1401,18,3,5,0,2,3,0,0,0,0,0,0,0,0,0
15,"「第一次ハンガー拡張計画」　資材準備中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>コスモミッションに参加して資材を集めよう！","「第一次ハンガー拡張計画」　資材準備中","ローダーハンガーを高機能に改築するッス！
資材調達のため、コスモミッションにご協力くださいッス！","ローダーハンガーを高機能に改築するッス！　一緒に資材を集めてほしいッスよー！","サーチングウェイ",4,False,158,14,0,241008,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
16,"「第一次ハンガー拡張計画」　共同施工作業準備中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>共同施工作業の開始に備えよう！","「第一次ハンガー拡張計画」　共同施工作業準備中","ローダーハンガー改築のための共同施工作業の開催時刻が決まったッス！
開催時には、ぜひぜひ協力してほしいッスー！","ローダーハンガー改築のための共同施工作業の開催時刻が決まったッス！　協力してほしいッスー！","サーチングウェイ",4,False,158,15,0,241008,1451,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
17,"「第一次ハンガー拡張計画」　共同施工作業実施中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>共同施工作業に参加しよう！","「第一次ハンガー拡張計画」　共同施工作業実施中","ローダーハンガー改築のための共同施工作業を開催中ッス！
ぜひぜひ参加してほしいッスー！","ローダーハンガー改築のための共同施工作業を開催中ッス！　ぜひぜひ参加してほしいッスー！","サーチングウェイ",4,False,158,16,0,241008,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
18,"「ローダーハンガーII」　完工
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>次の作業を計画中、自由に過ごそう！","「ローダーハンガーII」　完工","ローダーハンガーが高機能に改築されたッス！
これでローダーもますます活躍してくはず……ご協力、ありがとうッスよー！","ローダーハンガーが高機能に改築されたッス！　ご協力、ありがとうッスよー！","サーチングウェイ",5,False,158,17,0,241009,1402,18,4,5,0,2,3,0,0,0,0,0,0,0,0,0
19,"「第二次コスモライナー敷設計画」　資材準備中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>コスモミッションに参加して資材を集めよう！","「第二次コスモライナー敷設計画」　資材準備中","北西部のコスモライナーを敷設するッス！
資材調達のため、コスモミッションにご協力くださいッス！","北西部のコスモライナーを敷設するッス！　一緒に資材を集めてほしいッスよー！","サーチングウェイ",5,False,158,18,0,241010,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
20,"「第二次コスモライナー敷設計画」　敷設中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>コスモライナーの完成を待とう！","「第二次コスモライナー敷設計画」　敷設中","北西部のコスモライナー敷設の、完工予定時刻が決まったッス！
完工したらもっと便利になるから、もう少し待っててほしいッスー！","北西部のコスモライナー敷設の、完工予定時刻が決まったッス！","サーチングウェイ",5,False,158,18,0,241010,1452,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
21,"「コスモライナー：北西部」　敷設完了
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>次の作業を計画中、自由に過ごそう！","「コスモライナー：北西部」　敷設完了","北西部のコスモライナーが敷設されたッス！
北西部への探索が捗るはずッスね、ご協力ありがとうッスよー！","北西部のコスモライナーが敷設されたッス！　ご協力、ありがとうッスよー！","サーチングウェイ",6,False,158,19,0,241011,1407,18,5,6,0,2,3,0,0,0,0,0,0,0,0,0
22,"「第三次コスモライナー敷設計画」　資材準備中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>コスモミッションに参加して資材を集めよう！","「第三次コスモライナー敷設計画」　資材準備中","南東部のコスモライナーを敷設するッス！
資材調達のため、コスモミッションにご協力くださいッス！","南東部のコスモライナーを敷設するッス！　一緒に資材を集めてほしいッスよー！","サーチングウェイ",6,False,158,20,0,241012,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
23,"「第三次コスモライナー敷設計画」　敷設中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>コスモライナーの完成を待とう！","「第三次コスモライナー敷設計画」　敷設中","南東部のコスモライナー敷設の、完工予定時刻が決まったッス！
完工したらもっと便利になるから、もう少し待っててほしいッスー！","南東部のコスモライナー敷設の、完工予定時刻が決まったッス！","サーチングウェイ",6,False,158,20,0,241012,1452,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
24,"「コスモライナー：南東部」　敷設完了
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>次の作業を計画中、自由に過ごそう！","「コスモライナー：南東部」　敷設完了","南東部のコスモライナーが敷設されたッス！
南東部への探索が捗るはずッスね、ご協力ありがとうッスよー！","南東部のコスモライナーが敷設されたッス！　ご協力、ありがとうッスよー！","サーチングウェイ",7,False,158,21,0,241013,1409,18,6,6,0,2,3,4,6,7,0,0,0,0,0,0
25,"「トンネル掘削工事」　資材準備中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>コスモミッションに参加して資材を集めよう！","「トンネル掘削工事」　資材準備中","山にトンネルを開通させる工事をするッス！
資材調達のため、コスモミッションにご協力くださいッス！","山にトンネルを開通させる工事をするッス！　一緒に資材を集めてほしいッスよー！","サーチングウェイ",7,False,158,22,0,241014,0,0,0,0,0,2,3,4,6,7,0,0,0,0,0,0
26,"「第一次トンネル掘削工事」　共同施工作業準備中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>共同施工作業の開始に備えよう！","「第一次トンネル掘削工事」　共同施工作業準備中","トンネル開通工事のための、第一回共同施工作業の開催時刻が決まったッス！
開催時には、ぜひぜひ協力してほしいッスー！","トンネル開通工事のための、第一回共同施工作業の開催時刻が決まったッス！　協力してほしいッスー！","サーチングウェイ",7,False,158,23,0,241014,1451,0,0,0,0,2,3,4,6,7,0,0,0,0,0,0
27,"「第一次トンネル掘削工事」　共同施工作業実施中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>共同施工作業に参加しよう！","「第一次トンネル掘削工事」　共同施工作業実施中","トンネル開通工事のための、第一回共同施工作業を開催中ッス！
ぜひぜひ参加してほしいッスー！","トンネル開通工事のための、第一回共同施工作業を開催中ッス！　ぜひぜひ参加してほしいッスー！","サーチングウェイ",7,False,158,24,0,241014,0,0,0,0,0,2,3,4,6,7,0,0,0,0,0,0
28,"「第二次トンネル掘削工事」　共同施工作業準備中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>共同施工作業の開始に備えよう！","「第二次トンネル掘削工事」　共同施工作業準備中","トンネル開通工事のための、第二回共同施工作業の開催時刻が決まったッス！
開催時には、ぜひぜひ協力してほしいッスー！","トンネル開通工事のための、第二回共同施工作業の開催時刻が決まったッス！　協力してほしいッスー！","サーチングウェイ",8,False,158,25,0,241015,1401,18,7,5,0,2,3,4,6,7,0,0,0,0,0,0
29,"「第二次トンネル掘削工事」　共同施工作業実施中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>共同施工作業に参加しよう！","「第二次トンネル掘削工事」　共同施工作業実施中","トンネル開通工事のための、第二回共同施工作業を開催中ッス！
ぜひぜひ参加してほしいッスー！","トンネル開通工事のための、第二回共同施工作業を開催中ッス！　ぜひぜひ参加してほしいッスー！","サーチングウェイ",8,False,158,25,0,241015,0,0,0,0,0,2,3,4,6,7,0,0,0,0,0,0
30,"「ピアッシングウェイ・トンネル」　完工
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>次の作業を計画中、自由に過ごそう！","「ピアッシングウェイ・トンネル」　完工","ピアッシングウェイ・トンネルが開通したッス！
トンネルの奥への探索が捗るはずッスね、ご協力ありがとうッスよー！","ピアッシングウェイ・トンネルが開通したッス！　ご協力、ありがとうッスよー！","サーチングウェイ",9,False,158,26,0,241016,1408,18,8,6,0,2,3,4,6,7,0,0,0,0,0,0
31,"「第四次コスモライナー敷設計画」　資材準備中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>コスモミッションに参加して資材を集めよう！","「第四次コスモライナー敷設計画」　資材準備中","トンネル奥のエリアに、コスモライナーを敷設するッス！
資材調達のため、コスモミッションにご協力くださいッス！","トンネル奥のエリアに、コスモライナーを敷設するッス！　一緒に資材を集めてほしいッスよー！","サーチングウェイ",9,False,158,27,0,241017,0,0,0,0,0,2,3,4,6,7,0,0,0,0,0,0
32,"「第四次コスモライナー敷設計画」　敷設中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>コスモライナーの完成を待機しよう！","「第四次コスモライナー敷設計画」　敷設中","トンネル奥のコスモライナー敷設の、完工予定時刻が決まったッス！
完工したらもっと便利になるから、もう少し待っててほしいッスー！","トンネル奥のコスモライナー敷設の、完工予定時刻が決まったッス！","サーチングウェイ",9,False,158,27,0,241017,1452,0,0,0,0,2,3,4,6,7,0,0,0,0,0,0
33,"「コスモライナー：南西部」　敷設完了
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>次の作業を計画中、自由に過ごそう！","「コスモライナー：南西部」　敷設完了","トンネル奥のエリアにコスモライナーが敷設されたッス！
ますます探索が捗るはずッスね、ご協力ありがとうッスよー！","トンネル奥のエリアにコスモライナーが敷設されたッス！　ご協力、ありがとうッスよー！","サーチングウェイ",10,False,158,28,0,241018,1412,18,9,6,0,2,3,4,6,7,8,0,0,0,0,0
34,"「第二次基地拡張計画」　資材準備中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>コスモミッションに参加して資材を集めよう！","「第二次基地拡張計画」　資材準備中","ムーンゲート基地のさらなる拡張をするッス！
資材調達のため、コスモミッションにご協力くださいッス！","ムーンゲート基地のさらなる拡張をするッス！　一緒に資材を集めてほしいッスよー！","サーチングウェイ",10,False,158,29,0,241019,0,0,0,0,0,2,3,4,6,7,8,0,0,0,0,0
35,"「第二次基地拡張計画」　共同施工作業準備中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>共同施工作業の開始に備えよう！","「第二次基地拡張計画」　共同施工作業準備中","基地のさらなる拡張のための、共同施工作業の開催時刻が決まったッス！
開催時には、ぜひぜひ協力してほしいッスー！","基地のさらなる拡張のための、共同施工作業の開催時刻が決まったッス！　協力してほしいッスー！","サーチングウェイ",10,False,158,30,0,241019,1451,0,0,0,0,2,3,4,6,7,8,0,0,0,0,0
36,"「第二次基地拡張計画」　共同施工作業実施中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>共同施工作業に参加しよう！","「第二次基地拡張計画」　共同施工作業実施中","ムーンゲート基地のさらなる拡張のための、共同施工作業を開催中ッス！
ぜひぜひ参加してほしいッスー！","ムーンゲート基地のさらなる拡張のための、共同施工作業を開催中ッス！　ぜひぜひ参加してほしいッスー！","サーチングウェイ",10,False,158,31,0,241019,0,0,0,0,0,2,3,4,6,7,8,0,0,0,0,0
37,"ムーンゲート基地「ベースキャンプIII」　完工
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>次の作業を計画中、自由に過ごそう！","ムーンゲート基地「ベースキャンプIII」　完工","ムーンゲート基地がさらにいい感じに拡張されたッス！
探索活動がさらに捗るはずッスね、ご協力ありがとうッスよー！","ムーンゲート基地がさらにいい感じに拡張されたッス！　ご協力、ありがとうッスよー！","サーチングウェイ",11,False,158,32,0,241020,1410,18,10,6,1,2,3,5,6,7,8,0,0,0,0,0
38,"発雷所、給水所　建設資材準備中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>コスモミッションに参加して資材を集めよう！","発雷所、給水所　建設資材準備中","発雷所や給水所などの、インフラ施設を建設するッス！
資材調達のため、コスモミッションにご協力くださいッス！","発雷所や給水所などの、インフラ施設を建設するッス！　一緒に資材を集めてほしいッスよー！","サーチングウェイ",11,False,158,33,0,241021,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
39,"「エネルギー設備拡充支援」　共同施工作業準備中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>共同施工作業の開始に備えよう！","「エネルギー設備拡充支援」　共同施工作業準備中","発雷所建設のための共同施工作業の開催時刻が決まったッス！
開催時には、ぜひぜひ協力してほしいッスー！","発雷所建設のための共同施工作業の開催時刻が決まったッス！　協力してほしいッスー！","サーチングウェイ",11,False,158,34,0,241021,1451,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
40,"「エネルギー設備拡充支援」　共同施工作業実施中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>共同施工作業に参加しよう！","「エネルギー設備拡充支援」　共同施工作業実施中","発雷所建設のための、共同施工作業を開催中ッス！
ぜひぜひ参加してほしいッスー！","発雷所建設のための、共同施工作業を開催中ッス！　ぜひぜひ参加してほしいッスー！","サーチングウェイ",11,False,158,35,0,241021,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
41,"「給水設備拡充支援」　共同施工作業準備中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>共同施工作業の開始に備えよう！","「給水設備拡充支援」　共同施工作業準備中","給水所建設のための共同施工作業の開催時刻が決まったッス！
開催時には、ぜひぜひ協力してほしいッスー！","給水所建設のための共同施工作業の開催時刻が決まったッス！　協力してほしいッスー！","サーチングウェイ",12,False,158,36,0,241022,1401,18,11,5,1,2,3,5,6,7,8,0,0,0,0,0
42,"「給水設備拡充支援」　共同施工作業実施中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>共同施工作業に参加しよう！","「給水設備拡充支援」　共同施工作業実施中","給水所建設のための、共同施工作業を開催中ッス！
ぜひぜひ参加してほしいッスー！","給水所建設のための、共同施工作業を開催中ッス！　ぜひぜひ参加してほしいッスー！","サーチングウェイ",12,False,158,36,0,241022,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
43,"発雷所、給水所　完工
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>次の作業を計画中、自由に過ごそう！","発雷所、給水所　完工","いろんなインフラ施設が完成したッス！
エネルギーや水の心配がグッと少なくなったはずッス、ご協力ありがとうッスよー！","いろんなインフラ施設が完成したッス！　ご協力、ありがとうッスよー！","サーチングウェイ",13,False,158,37,0,241023,1401,18,12,5,1,2,3,5,6,7,8,0,0,0,0,0
44,"ローダーハンガーII、コスモポート　改築資材準備中
 <UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>コスモミッションに参加して資材を集めよう！","ローダーハンガーII、コスモポート　改築資材準備中","ローダーハンガーとコスモポートを高機能に改築するッス！
資材調達のため、コスモミッションにご協力くださいッス！","ローダーハンガーとコスモポートを高機能に改築するッス！　一緒に資材を集めてほしいッスよー！","サーチングウェイ",13,False,158,38,0,241024,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
45,"「第二次ハンガー拡張計画」　共同施工作業準備中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>共同施工作業の開始に備えよう！","「第二次ハンガー拡張計画」　共同施工作業準備中","ローダーハンガー改築のための共同施工作業の開催時刻が決まったッス！
開催時には、ぜひぜひ協力してほしいッスー！","ローダーハンガー改築のための共同施工作業の開催時刻が決まったッス！　協力してほしいッスー！","サーチングウェイ",13,False,158,39,0,241024,1451,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
46,"「第二次ハンガー拡張計画」　共同施工作業実施中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>共同施工作業に参加しよう！","「第二次ハンガー拡張計画」　共同施工作業実施中","ローダーハンガー改築のための、共同施工作業を開催中ッス！
ぜひぜひ参加してほしいッスー！","ローダーハンガー改築のための、共同施工作業を開催中ッス！　ぜひぜひ参加してほしいッスー！","サーチングウェイ",13,False,158,40,0,241024,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
47,"「第二次コスモポート整備作業」　共同施工作業準備中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>共同施工作業の開始に備えよう！","「第二次コスモポート整備作業」　共同施工作業準備中","コスモポート改築のための共同施工作業の開催時刻が決まったッス！
開催時には、ぜひぜひ協力してほしいッスー！","コスモポート改築のための共同施工作業の開催時刻が決まったッス！　協力してほしいッスー！","サーチングウェイ",14,False,158,41,0,241025,1402,18,13,5,1,2,3,5,6,7,8,0,0,0,0,0
48,"「第二次コスモポート整備作業」　共同施工作業実施中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>共同施工作業に参加しよう！","「第二次コスモポート整備作業」　共同施工作業実施中","コスモポート改築のための、共同施工作業を開催中ッス！
ぜひぜひ参加してほしいッスー！","コスモポート改築のための、共同施工作業を開催中ッス！　ぜひぜひ参加してほしいッスー！","サーチングウェイ",14,False,158,41,0,241025,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
49,"ローダーハンガーIII、コスモポートII　完工
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>次の作業を計画中、自由に過ごそう！","ローダーハンガーIII、コスモポートII　完工","ローダーハンガー、コスモポートが高機能に改築されたッス！
ますます探索活動が捗るはずッス、ご協力ありがとうッスよー！","ローダーハンガー、コスモポートが高機能に改築されたッス！　ご協力、ありがとうッスよー！","サーチングウェイ",15,False,158,42,0,241026,1402,18,14,5,1,2,3,5,6,7,8,0,0,0,0,0
50,"「リフト用地整備」　資材準備中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>コスモミッションに参加して資材を集めよう！","「リフト用地整備」　資材準備中","地底に降りるリフトの開通工事をするッス！
資材調達のため、コスモミッションにご協力くださいッス！","地底に降りるリフトの開通工事をするッス！　一緒に資材を集めてほしいッスよー！","サーチングウェイ",15,False,158,43,0,241027,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
51,"「第一次リフト用地整備」　共同施工作業準備中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>共同施工作業の開始に備えよう！","「第一次リフト用地整備」　共同施工作業準備中","地底リフト開通工事のための、第一回共同施工作業の開催時刻が決まったッス！
開催時には、ぜひぜひ協力してほしいッスー！","地底リフト開通工事のための、第一回共同施工作業の開催時刻が決まったッス！　協力してほしいッスー！","サーチングウェイ",15,False,158,44,0,241027,1451,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
52,"「第一次リフト用地整備」　共同施工作業実施中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>共同施工作業に参加しよう！","「第一次リフト用地整備」　共同施工作業実施中","地底リフト開通工事のための、第一回共同施工作業を開催中ッス！
ぜひぜひ参加してほしいッスー！","地底リフト開通工事のための、第一回共同施工作業を開催中ッス！　ぜひぜひ参加してほしいッスー！","サーチングウェイ",15,False,158,45,0,241027,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
53,"「第二次リフト用地整備」　共同施工作業準備中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>共同施工作業の開始に備えよう！","「第二次リフト用地整備」　共同施工作業準備中","地底リフト開通工事のための、第二回共同施工作業の開催時刻が決まったッス！
開催時には、ぜひぜひ協力してほしいッスー！","地底リフト開通工事のための、第二回共同施工作業の開催時刻が決まったッス！　協力してほしいッスー！","サーチングウェイ",16,False,158,46,0,241028,1401,18,15,5,1,2,3,5,6,7,8,0,0,0,0,0
54,"「第二次リフト用地整備」　共同施工作業実施中
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>共同施工作業に参加しよう！","「第二次リフト用地整備」　共同施工作業実施中","地底リフト開通工事のための、第二回共同施工作業を開催中ッス！
ぜひぜひ参加してほしいッスー！","地底リフト開通工事のための、第二回共同施工作業を開催中ッス！　ぜひぜひ参加してほしいッスー！","サーチングウェイ",16,False,158,46,0,241028,0,0,0,0,1,2,3,5,6,7,8,0,0,0,0,0
55,"「ネイディア・リフト」　完工
<UIForeground>F2023B</UIForeground><UIGlow>F2023C</UIGlow>次の作業を計画中、自由に過ごそう！","「ネイディア・リフト」　完工","地底への「ネイディア・リフト」が開通したッス！
地底空間の探索が捗るはずッス、ご協力ありがとうッスよー！","地底リフトが開通したッス！　ご協力、ありがとうッスよー！","サーチングウェイ",17,False,158,47,0,241029,1411,18,16,6,1,2,3,5,6,7,8,0,0,0,0,0
